fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
2258;169;0.00089;0.05411;0;330;330;330;1.0528;0;1;-30;30
171;170;0;0.0001;0;876;876;876;0;0;1;-30;30
170;174;0.02756;0.16014;0.24287;274;274;274;0;0;1;-30;30
2260;170;0.00161;0.06756;0;160;160;160;1.0503;0;1;-30;30
2261;171;0.00161;0.06756;0;160;160;160;1.024;0;1;-30;30
173;172;0;0.0001;0;876;876;876;0;0;1;-30;30
2339;172;0.00157;0.0675;0;160;160;160;1.0215;0;1;-30;30
173;175;0.00731;0.05579;0.08364;274;274;274;0;0;1;-30;30
2340;173;0.00277;0.1062;0;100;100;100;1.0355;0;1;-30;30
175;174;0;0.0001;0;876;876;876;0;0;1;-30;30
2357;174;0.00161;0.06736;0;160;160;160;1.05;0;1;-30;30
2357;175;0.00165;0.06671;0;160;160;160;1.0491;0;1;-30;30
177;176;0;0.0001;0;1593;1593;1593;0;0;1;-30;30
2377;176;0.00137;0.05969;0;250;250;250;1.1045;0;1;-30;30
2378;176;0.00137;0.05969;0;250;250;250;1.105;0;1;-30;30
179;178;0;0.0001;0;876;876;876;0;0;1;-30;30
2380;178;0.00155;0.06798;0;160;160;160;1.0297;0;1;-30;30
2381;179;0.00161;0.06775;0;160;160;160;1.0286;0;1;-30;30
202;187;0.10041;0.17736;0.01665;68;68;68;0;0;1;-30;30
423;187;0.0386;0.08364;0.00735;90;90;90;0;0;1;-30;30
434;188;0.04017;0.11711;0.01446;140;140;140;0;0;1;-30;30
437;188;0.0414;0.1257;0.01489;140;140;140;0;0;1;-30;30
443;189;0.04719;0.08273;0.00785;90;90;90;0;0;1;-30;30
513;189;0.03909;0.06843;0.00649;91;91;91;0;0;1;-30;30
355;190;0.01967;0.0638;0.0066;120;120;120;0;0;1;-30;30
376;190;0.02231;0.07248;0.0075;120;120;120;0;0;1;-30;30
207;191;0.00686;0.02215;0.00229;120;120;120;0;0;1;-30;30
529;191;0.02058;0.06694;0.00691;120;120;120;0;0;1;-30;30
193;192;0.00694;0.02256;0.00231;140;140;140;0;0;1;-30;30
194;192;0.00264;0.00851;0.00088;140;140;140;0;0;1;-30;30
308;192;0.03942;0.12033;0.01413;137;137;137;0;0;1;-30;30
453;192;0.00818;0.02545;0.00289;122;122;122;0;0;1;-30;30
193;332;0.0205;0.07347;0.00782;140;140;140;0;0;1;-30;30
248;194;0.02893;0.08719;0.0105;140;140;140;0;0;1;-30;30
256;194;0.02802;0.08446;0.01016;140;140;140;0;0;1;-30;30
332;194;0.02545;0.08099;0.00735;120;120;120;0;0;1;-30;30
285;195;0.01959;0.06355;0.00659;137;137;137;0;0;1;-30;30
514;195;0.00992;0.02975;0.00316;120;120;120;0;0;1;-30;30
1736;196;0.06182;0.10504;0.01014;90;90;90;0;0;1;-30;30
197;247;0.0443;0.09347;0.00876;90;90;90;0;0;1;-30;30
351;198;0.03529;0.10818;0.011;90;90;90;0;0;1;-30;30
425;198;0.02744;0.08264;0.00995;76;76;76;0;0;1;-30;30
433;199;0.00983;0.03198;0.0033;120;120;120;0;0;1;-30;30
444;199;0.01198;0.03893;0.00402;120;120;120;0;0;1;-30;30
200;428;0.0076;0.02298;0.00272;120;120;120;0;0;1;-30;30
533;200;0.03339;0.10124;0.01199;120;120;120;0;0;1;-30;30
219;201;0.02793;0.08496;0.01006;140;140;140;0;0;1;-30;30
201;255;0.02702;0.08215;0.00973;140;140;140;0;0;1;-30;30
239;202;0.05198;0.09;0.00889;68;68;68;0;0;1;-30;30
202;332;0.05992;0.11628;0.01298;68;68;68;0;0;1;-30;30
425;203;0.00843;0.02769;0.00279;76;76;76;0;0;1;-30;30
203;459;0.0357;0.11719;0.01184;120;120;120;0;0;1;-30;30
204;526;0.00132;0.0043;0.00045;140;140;140;0;0;1;-30;30
205;527;0.00132;0.0043;0.00045;140;140;140;0;0;1;-30;30
224;206;0.00917;0.02983;0.00307;140;140;140;0;0;1;-30;30
384;206;0.00785;0.02545;0.00262;140;140;140;0;0;1;-30;30
354;207;0.01372;0.04446;0.00461;120;120;120;0;0;1;-30;30
208;326;0.02909;0.09438;0.00976;120;120;120;0;0;1;-30;30
208;342;0.00355;0.01157;0.00121;137;137;137;0;0;1;-30;30
209;211;0.00678;0.02215;0.00224;101;101;101;0;0;1;-30;30
334;209;0.00917;0.03;0.00303;101;101;101;0;0;1;-30;30
282;210;0.01661;0.04702;0.00505;120;120;120;0;0;1;-30;30
353;210;0.01388;0.03628;0.00396;120;120;120;0;0;1;-30;30
233;211;0.01909;0.06273;0.00634;101;101;101;0;0;1;-30;30
333;211;0.09165;0.15901;0.01657;90;90;90;0;0;1;-30;30
386;211;0.02455;0.07967;0.00818;120;120;120;0;0;1;-30;30
305;212;0.02975;0.07686;0.00795;91;91;91;0;0;1;-30;30
511;212;0.02917;0.07438;0.00774;91;91;91;0;0;1;-30;30
333;213;0.02736;0.05992;0.00581;90;90;90;0;0;1;-30;30
343;213;0.01504;0.03075;0.00298;90;90;90;0;0;1;-30;30
415;213;0.01165;0.04298;0.0039;90;90;90;0;0;1;-30;30
458;213;0.00355;0.0114;0.00118;140;140;140;0;0;1;-30;30
473;213;0.00289;0.00926;0.00096;140;140;140;0;0;1;-30;30
442;214;0.0214;0.07157;0.00699;120;120;120;0;0;1;-30;30
533;214;0.03124;0.10421;0.01018;120;120;120;0;0;1;-30;30
2249;214;0.03702;0.06719;0.00639;68;68;68;0;0;1;-30;30
273;215;0.00107;0.00281;0.00033;120;120;120;0;0;1;-30;30
279;215;0.00992;0.02636;0.00299;120;120;120;0;0;1;-30;30
447;216;0.00314;0.00942;0.00096;120;120;120;0;0;1;-30;30
1120;216;0.03306;0.08099;0.01008;120;120;120;0;0;1;-30;30
327;217;0.02686;0.0881;0.0089;90;90;90;0;0;1;-30;30
217;346;0.01678;0.05661;0.00575;90;90;90;0;0;1;-30;30
219;218;0.02207;0.04273;0.00416;90;90;90;0;0;1;-30;30
340;218;0.04992;0.08967;0.00898;90;90;90;0;0;1;-30;30
227;219;0.03736;0.06314;0.00687;90;90;90;0;0;1;-30;30
437;220;0.00785;0.02388;0.00284;140;140;140;0;0;1;-30;30
510;220;0.03165;0.09537;0.01148;140;140;140;0;0;1;-30;30
230;221;0.02678;0.0805;0.0097;140;140;140;0;0;1;-30;30
240;221;0.01909;0.06198;0.00644;140;140;140;0;0;1;-30;30
262;222;0.00868;0.02826;0.00293;91;91;91;0;0;1;-30;30
361;222;0.02314;0.07413;0.00785;120;120;120;0;0;1;-30;30
372;223;0.01777;0.03124;0.00297;106;106;106;0;0;1;-30;30
613;223;0.05661;0.1305;0.01307;90;90;90;0;0;1;-30;30
425;224;0.03083;0.10008;0.01034;76;76;76;0;0;1;-30;30
225;510;0.01868;0.05678;0.00673;140;140;140;0;0;1;-30;30
2218;225;0.03884;0.12645;0.013;68;68;68;0;0;1;-30;30
227;226;0.00661;0.01992;0.0024;90;90;90;0;0;1;-30;30
226;348;0.02678;0.08058;0.0097;140;140;140;0;0;1;-30;30
354;228;0.0195;0.06314;0.00654;120;120;120;0;0;1;-30;30
392;228;0.02521;0.08223;0.00841;120;120;120;0;0;1;-30;30
301;229;0.04314;0.08281;0.0075;90;90;90;0;0;1;-30;30
431;229;0.01066;0.03231;0.00383;120;120;120;0;0;1;-30;30
466;230;0.05099;0.15479;0.01833;140;140;140;0;0;1;-30;30
231;365;0.03182;0.05851;0.00559;90;90;90;0;0;1;-30;30
232;366;0.03256;0.06124;0.00549;90;90;90;0;0;1;-30;30
341;233;0.01975;0.06496;0.00656;101;101;101;0;0;1;-30;30
354;234;0.00182;0.01273;0.00142;182;182;182;0;0;1;-30;30
517;234;0.00116;0.00802;0.0009;182;182;182;0;0;1;-30;30
251;235;0.00256;0.02273;0.00199;182;182;182;0;0;1;-30;30
355;235;0.00174;0.01207;0.00134;182;182;182;0;0;1;-30;30
236;384;0.00347;0.01132;0.00117;140;140;140;0;0;1;-30;30
236;385;0.00331;0.01091;0.0011;140;140;140;0;0;1;-30;30
373;237;0.01992;0.06438;0.00667;140;140;140;0;0;1;-30;30
516;237;0.01587;0.05388;0.00533;140;140;140;0;0;1;-30;30
238;361;0.00306;0.01;0.00103;120;120;120;0;0;1;-30;30
492;238;0.04405;0.13372;0.01585;120;120;120;0;0;1;-30;30
284;239;0.04339;0.07157;0.00774;68;68;68;0;0;1;-30;30
340;240;0.06769;0.11901;0.01104;90;90;90;0;0;1;-30;30
240;401;0.0043;0.01388;0.00144;140;140;140;0;0;1;-30;30
414;240;0.06107;0.10165;0.01102;90;90;90;0;0;1;-30;30
241;287;0.01116;0.03041;0.00329;137;137;137;0;0;1;-30;30
503;241;0.00421;0.01165;0.00126;137;137;137;0;0;1;-30;30
324;242;0.00851;0.02793;0.00285;120;120;120;0;0;1;-30;30
440;242;0.05554;0.12165;0.01065;90;90;90;0;0;1;-30;30
306;243;0.00207;0.00529;0.00054;120;120;120;0;0;1;-30;30
309;243;0.00868;0.02826;0.00287;120;120;120;0;0;1;-30;30
486;244;0.01314;0.03471;0.00364;120;120;120;0;0;1;-30;30
520;244;0.00488;0.01579;0.00166;120;120;120;0;0;1;-30;30
253;245;0.01876;0.05198;0.00571;120;120;120;0;0;1;-30;30
254;245;0.01967;0.06455;0.00652;120;120;120;0;0;1;-30;30
281;245;0.00306;0.00959;0.001;120;120;120;0;0;1;-30;30
299;245;0.00711;0.02273;0.00242;137;137;137;0;0;1;-30;30
396;245;0.01802;0.04636;0.0047;120;120;120;0;0;1;-30;30
270;246;0.02091;0.06876;0.00694;120;120;120;0;0;1;-30;30
304;246;0.01058;0.02802;0.00316;120;120;120;0;0;1;-30;30
339;246;0.02281;0.07446;0.00759;137;137;137;0;0;1;-30;30
471;246;0.00463;0.01488;0.00145;120;120;120;0;0;1;-30;30
247;427;0.01413;0.03727;0.004;90;90;90;0;0;1;-30;30
474;248;0.03033;0.09124;0.01099;140;140;140;0;0;1;-30;30
249;294;0.00397;0.01215;0.00138;140;140;140;0;0;1;-30;30
474;249;0.02364;0.07149;0.00851;140;140;140;0;0;1;-30;30
259;250;0.00901;0.02917;0.00302;140;140;140;0;0;1;-30;30
250;349;0.0057;0.01851;0.00193;140;140;140;0;0;1;-30;30
252;319;0.00364;0.02504;0.0028;182;182;182;0;0;1;-30;30
352;253;0.01711;0.04669;0.00509;120;120;120;0;0;1;-30;30
338;254;0.00413;0.01347;0.00139;120;120;120;0;0;1;-30;30
336;255;0.0243;0.07975;0.00805;137;137;137;0;0;1;-30;30
369;255;0.03124;0.09496;0.01125;140;140;140;0;0;1;-30;30
320;256;0.02165;0.04008;0.00386;90;90;90;0;0;1;-30;30
257;363;0.00711;0.02281;0.00242;137;137;137;0;0;1;-30;30
458;257;0.01372;0.04471;0.0046;137;137;137;0;0;1;-30;30
265;258;0.01661;0.04298;0.00429;120;120;120;0;0;1;-30;30
1753;258;0.02372;0.06124;0.00624;120;120;120;0;0;1;-30;30
436;259;0.00942;0.03041;0.00315;140;140;140;0;0;1;-30;30
260;365;0.0062;0.01777;0.00191;120;120;120;0;0;1;-30;30
493;260;0.02091;0.05273;0.0058;120;120;120;0;0;1;-30;30
261;272;0.00562;0.0181;0.00191;120;120;120;0;0;1;-30;30
261;353;0.01198;0.0386;0.00406;120;120;120;0;0;1;-30;30
438;262;0.01702;0.05512;0.00581;120;120;120;0;0;1;-30;30
323;263;0.02124;0.06975;0.00704;76;76;76;0;0;1;-30;30
411;263;0.01174;0.03793;0.00392;91;91;91;0;0;1;-30;30
516;264;0.01066;0.01868;0.00186;140;140;140;0;0;1;-30;30
537;264;0.03678;0.0638;0.00623;90;90;90;0;0;1;-30;30
283;265;0.02702;0.08744;0.00905;140;140;140;0;0;1;-30;30
422;265;0.00975;0.0295;0.00355;120;120;120;0;0;1;-30;30
408;266;0.03124;0.07942;0.00808;120;120;120;0;0;1;-30;30
525;266;0.01711;0.04364;0.00444;120;120;120;0;0;1;-30;30
280;267;0.00223;0.00678;0.00082;120;120;120;0;0;1;-30;30
267;519;0.00215;0.00645;0.00078;120;120;120;0;0;1;-30;30
268;527;0.00504;0.01521;0.00181;140;140;140;0;0;1;-30;30
332;269;0.02868;0.08818;0.00783;120;120;120;0;0;1;-30;30
511;269;0.03537;0.10331;0.00917;120;120;120;0;0;1;-30;30
271;446;0.0243;0.07893;0.00815;120;120;120;0;0;1;-30;30
272;353;0.00612;0.01975;0.00208;120;120;120;0;0;1;-30;30
304;273;0.00339;0.01124;0.00111;120;120;120;0;0;1;-30;30
281;274;0.0057;0.01372;0.00155;120;120;120;0;0;1;-30;30
288;274;0.00579;0.01661;0.00179;120;120;120;0;0;1;-30;30
275;280;0.00372;0.0119;0.00125;120;120;120;0;0;1;-30;30
275;534;0.00306;0.00992;0.00104;120;120;120;0;0;1;-30;30
276;299;0.00033;0.00091;0.00011;140;140;140;0;0;1;-30;30
292;277;0.00504;0.01612;0.0017;120;120;120;0;0;1;-30;30
293;277;0.00264;0.0086;0.0009;120;120;120;0;0;1;-30;30
406;277;0.00488;0.0124;0.00121;120;120;120;0;0;1;-30;30
526;278;0.00529;0.01645;0.00189;137;137;137;0;0;1;-30;30
534;278;0.00058;0.00198;0.00021;140;140;140;0;0;1;-30;30
441;279;0.00463;0.01388;0.00167;120;120;120;0;0;1;-30;30
472;281;0.00256;0.00826;0.00084;140;140;140;0;0;1;-30;30
291;282;0.00223;0.00727;0.00073;120;120;120;0;0;1;-30;30
471;282;0.00388;0.01256;0.00132;120;120;120;0;0;1;-30;30
350;283;0.01372;0.04455;0.00461;120;120;120;0;0;1;-30;30
1787;283;0.02471;0.06281;0.00641;120;120;120;0;0;1;-30;30
284;308;0.01826;0.05537;0.00656;137;137;137;0;0;1;-30;30
286;285;0.00694;0.02281;0.0023;137;137;137;0;0;1;-30;30
286;337;0.02017;0.06405;0.00675;140;140;140;0;0;1;-30;30
473;286;0.00694;0.02256;0.00234;90;90;90;0;0;1;-30;30
287;318;0.00669;0.01934;0.00207;140;140;140;0;0;1;-30;30
352;288;0.01281;0.04116;0.00434;120;120;120;0;0;1;-30;30
299;289;0.00769;0.02471;0.00261;137;137;137;0;0;1;-30;30
472;289;0.00256;0.00818;0.0008;140;140;140;0;0;1;-30;30
294;290;0.00612;0.0124;0.00117;90;90;90;0;0;1;-30;30
336;290;0.02;0.0338;0.00368;90;90;90;0;0;1;-30;30
429;291;0.00909;0.03058;0.00315;120;120;120;0;0;1;-30;30
296;293;8.00E-05;0.00033;4.00E-05;140;140;140;0;0;1;-30;30
346;294;0.03149;0.10347;0.01045;137;137;137;0;0;1;-30;30
524;294;0.02694;0.0819;0.0097;140;140;140;0;0;1;-30;30
302;295;0.01099;0.02322;0.00218;120;120;120;0;0;1;-30;30
425;295;0.05455;0.09471;0.00914;90;90;90;0;0;1;-30;30
537;295;0.05926;0.10455;0.00969;90;90;90;0;0;1;-30;30
519;296;0.00736;0.02388;0.00248;137;137;137;0;0;1;-30;30
298;297;0.00248;0.00802;0.00082;120;120;120;0;0;1;-30;30
297;353;0.02364;0.07736;0.00789;120;120;120;0;0;1;-30;30
525;298;0.01413;0.04653;0.0047;120;120;120;0;0;1;-30;30
430;300;0.03322;0.10785;0.01114;120;120;120;0;0;1;-30;30
658;300;0.05992;0.10149;0.01089;90;90;90;0;0;1;-30;30
708;300;0.04231;0.07529;0.00702;90;90;90;0;0;1;-30;30
442;303;0.02165;0.0724;0.00706;120;120;120;0;0;1;-30;30
2124;303;0.07686;0.09504;0.01016;68;68;68;0;0;1;-30;30
345;305;0.02314;0.05587;0.00629;120;120;120;0;0;1;-30;30
460;305;0.03942;0.12769;0.01323;140;140;140;0;0;1;-30;30
512;305;0.05322;0.13512;0.01374;91;91;91;0;0;1;-30;30
493;306;0.0081;0.01959;0.00219;120;120;120;0;0;1;-30;30
462;307;0.01967;0.05355;0.00578;120;120;120;0;0;1;-30;30
508;307;0.01248;0.03215;0.00319;120;120;120;0;0;1;-30;30
349;309;0.01545;0.04488;0.00434;120;120;120;0;0;1;-30;30
309;520;0.00413;0.01331;0.0014;140;140;140;0;0;1;-30;30
312;310;0.02339;0.0619;0.00629;120;120;120;0;0;1;-30;30
420;310;0.00248;0.00777;0.00087;140;140;140;0;0;1;-30;30
435;310;0.01967;0.05959;0.00587;120;120;120;0;0;1;-30;30
477;310;0.01405;0.04446;0.00484;137;137;137;0;0;1;-30;30
312;311;0;0.0001;0;438;438;438;0;0;1;-30;30
372;311;0.0686;0.12;0.01149;90;90;90;0;0;1;-30;30
323;312;0.02314;0.07521;0.00774;91;91;91;0;0;1;-30;30
2245;313;0.0214;0.0676;0.00692;34;34;34;0;0;1;-30;30
381;314;0.06091;0.10124;0.01098;68;68;68;0;0;1;-30;30
387;314;0.04306;0.07157;0.00754;90;90;90;0;0;1;-30;30
315;341;0.01826;0.03157;0.00307;90;90;90;0;0;1;-30;30
2249;315;0.05446;0.10132;0.00968;90;90;90;0;0;1;-30;30
352;316;0.00339;0.01017;0.00123;120;120;120;0;0;1;-30;30
391;316;0.00479;0.01446;0.00175;120;120;120;0;0;1;-30;30
317;468;0.01273;0.03562;0.00353;120;120;120;0;0;1;-30;30
514;317;0.0005;0.00149;0.00015;120;120;120;0;0;1;-30;30
318;467;0.0005;0.00149;0.00015;140;140;140;0;0;1;-30;30
319;517;0.00661;0.04521;0.00505;182;182;182;0;0;1;-30;30
348;320;0.0157;0.04736;0.0057;140;140;140;0;0;1;-30;30
451;321;0.00157;0.00512;0.00053;120;120;120;0;0;1;-30;30
454;321;0.00744;0.01901;0.00208;137;137;137;0;0;1;-30;30
321;467;0.02364;0.05843;0.0063;120;120;120;0;0;1;-30;30
485;321;0.01083;0.02719;0.003;120;120;120;0;0;1;-30;30
506;321;0.00438;0.01083;0.00119;140;140;140;0;0;1;-30;30
321;530;0.00529;0.01694;0.00178;120;120;120;0;0;1;-30;30
351;322;0.00645;0.02025;0.00223;120;120;120;0;0;1;-30;30
389;322;0.01223;0.02868;0.00295;120;120;120;0;0;1;-30;30
452;322;0.00207;0.00669;0.00071;120;120;120;0;0;1;-30;30
455;322;0.00314;0.01975;0.00178;120;120;120;0;0;1;-30;30
322;475;0.00397;0.01281;0.00135;120;120;120;0;0;1;-30;30
322;478;0.03752;0.09504;0.01036;120;120;120;0;0;1;-30;30
490;322;0.01364;0.03397;0.00375;120;120;120;0;0;1;-30;30
538;324;0.02264;0.03769;0.00397;90;90;90;0;0;1;-30;30
371;325;0.0043;0.01298;0.00157;120;120;120;0;0;1;-30;30
375;325;0.01132;0.03777;0.00369;120;120;120;0;0;1;-30;30
364;326;0.02868;0.09314;0.00962;120;120;120;0;0;1;-30;30
361;328;0.01182;0.03;0.00305;120;120;120;0;0;1;-30;30
375;329;0.0162;0.05405;0.00527;120;120;120;0;0;1;-30;30
374;330;0.01066;0.03463;0.00358;120;120;120;0;0;1;-30;30
360;331;0.00959;0.03099;0.0032;120;120;120;0;0;1;-30;30
395;334;0.03884;0.1276;0.01288;120;120;120;0;0;1;-30;30
369;335;0.04066;0.07066;0.00682;68;68;68;0;0;1;-30;30
2331;335;0.09669;0.11901;0.01258;68;68;68;0;0;1;-30;30
347;336;0.04736;0.08314;0.00789;90;90;90;0;0;1;-30;30
377;337;0.00545;0.01752;0.00183;137;137;137;0;0;1;-30;30
379;337;0.03702;0.12132;0.0121;120;120;120;0;0;1;-30;30
394;338;0.06058;0.10603;0.01006;90;90;90;0;0;1;-30;30
419;339;0.04041;0.13264;0.01339;137;137;137;0;0;1;-30;30
342;445;0.02595;0.08512;0.0086;120;120;120;0;0;1;-30;30
624;342;0.04727;0.08388;0.00774;90;90;90;0;0;1;-30;30
710;342;0.01397;0.04504;0.00462;122;122;122;0;0;1;-30;30
377;343;0.01182;0.01967;0.00207;90;90;90;0;0;1;-30;30
346;344;0.00397;0.01298;0.00132;140;140;140;0;0;1;-30;30
344;346;0.00678;0.01446;0.00132;90;90;90;0;0;1;-30;30
381;344;0.00653;0.01207;0.00129;90;90;90;0;0;1;-30;30
523;344;0.01702;0.05512;0.00542;140;140;140;0;0;1;-30;30
347;345;0.03967;0.1286;0.01323;140;140;140;0;0;1;-30;30
386;347;0.05926;0.19198;0.01974;91;91;91;0;0;1;-30;30
526;350;0.0238;0.07215;0.00855;120;120;120;0;0;1;-30;30
406;352;0.00595;0.01793;0.00216;137;137;137;0;0;1;-30;30
429;353;0.00785;0.02537;0.00267;120;120;120;0;0;1;-30;30
370;354;0.03529;0.13702;0.01374;120;120;120;0;0;1;-30;30
402;355;0.00355;0.02421;0.00271;182;182;182;0;0;1;-30;30
360;356;0.0076;0.02545;0.00249;120;120;120;0;0;1;-30;30
432;356;0.01835;0.06025;0.00608;120;120;120;0;0;1;-30;30
509;357;0.03116;0.08463;0.00843;140;140;140;0;0;1;-30;30
523;357;0.01975;0.06479;0.00655;90;90;90;0;0;1;-30;30
358;380;0.00719;0.01256;0.0012;90;90;90;0;0;1;-30;30
375;359;0.02455;0.0743;0.00772;120;120;120;0;0;1;-30;30
378;359;0.00198;0.0062;0.00069;120;120;120;0;0;1;-30;30
393;359;0.00562;0.01711;0.0018;90;90;90;0;0;1;-30;30
374;361;0.01289;0.04116;0.00443;120;120;120;0;0;1;-30;30
362;373;0.00835;0.0262;0.00292;120;120;120;0;0;1;-30;30
477;363;0.02066;0.06645;0.00698;137;137;137;0;0;1;-30;30
439;364;0.01983;0.06438;0.00665;120;120;120;0;0;1;-30;30
416;365;0.01074;0.03421;0.00352;140;140;140;0;0;1;-30;30
440;365;0.04058;0.07612;0.00678;90;90;90;0;0;1;-30;30
484;366;0.0162;0.04017;0.00436;120;120;120;0;0;1;-30;30
504;366;0.01893;0.06355;0.00649;140;140;140;0;0;1;-30;30
578;366;0.07463;0.13025;0.01244;68;68;68;0;0;1;-30;30
370;367;0.00488;0.01587;0.00164;120;120;120;0;0;1;-30;30
445;367;0.03;0.08868;0.00884;120;120;120;0;0;1;-30;30
376;368;0.00843;0.0214;0.00218;120;120;120;0;0;1;-30;30
433;368;0.01074;0.03479;0.00359;120;120;120;0;0;1;-30;30
378;371;0.00273;0.00818;0.00099;120;120;120;0;0;1;-30;30
393;373;0.00479;0.01603;0.00156;120;120;120;0;0;1;-30;30
395;374;0.04397;0.14529;0.01447;120;120;120;0;0;1;-30;30
428;374;0.02504;0.08223;0.00831;120;120;120;0;0;1;-30;30
432;379;0.03033;0.09967;0.01006;120;120;120;0;0;1;-30;30
410;380;0.03033;0.07331;0.00825;120;120;120;0;0;1;-30;30
1602;380;0.04207;0.1086;0.01107;120;120;120;0;0;1;-30;30
464;382;0.0014;0.00587;0.03104;68;68;68;0;0;1;-30;30
383;488;0.00057;0.00231;0.0121;93;93;93;0;0;1;-30;30
389;385;0.00496;0.01421;0.00145;120;120;120;0;0;1;-30;30
415;387;0.0238;0.0781;0.00789;120;120;120;0;0;1;-30;30
481;388;0.01372;0.03719;0.00363;90;90;90;0;0;1;-30;30
388;518;0.00554;0.01802;0.00184;137;137;137;0;0;1;-30;30
529;390;0.02934;0.09512;0.00992;137;137;137;0;0;1;-30;30
404;392;0.00149;0.00471;0.00049;140;140;140;0;0;1;-30;30
532;394;0.01471;0.04769;0.00493;120;120;120;0;0;1;-30;30
526;396;0.00496;0.01496;0.00177;120;120;120;0;0;1;-30;30
512;397;0.07868;0.13934;0.01292;90;90;90;0;0;1;-30;30
481;398;0.0224;0.03926;0.00372;90;90;90;0;0;1;-30;30
1129;399;0.02149;0.07107;0.00724;120;120;120;0;0;1;-30;30
404;400;0.00273;0.00785;0.00079;90;90;90;0;0;1;-30;30
434;401;0.01975;0.03736;0.00401;90;90;90;0;0;1;-30;30
403;517;0.00058;0.00397;0.00044;182;182;182;0;0;1;-30;30
405;444;0.00711;0.01248;0.00119;90;90;90;0;0;1;-30;30
446;405;0.00579;0.01174;0.00114;90;90;90;0;0;1;-30;30
407;431;0.01579;0.04785;0.00568;140;140;140;0;0;1;-30;30
526;407;0.00752;0.02264;0.0027;137;137;137;0;0;1;-30;30
417;408;0.02802;0.06182;0.00747;120;120;120;0;0;1;-30;30
532;409;0.0195;0.06331;0.00654;120;120;120;0;0;1;-30;30
660;409;0.02826;0.09669;0.00936;122;122;122;0;0;1;-30;30
525;410;0.01785;0.03273;0.00346;90;90;90;0;0;1;-30;30
412;411;0.00636;0.02091;0.00212;140;140;140;0;0;1;-30;30
423;411;0.11182;0.19074;0.01909;90;90;90;0;0;1;-30;30
426;411;0.0324;0.09587;0.00967;90;90;90;0;0;1;-30;30
413;412;0.00636;0.02074;0.00214;140;140;140;0;0;1;-30;30
612;413;0.04678;0.32397;0.03151;137;137;137;0;0;1;-30;30
643;413;0.07438;0.13025;0.01236;68;68;68;0;0;1;-30;30
451;416;0.01372;0.04438;0.0046;137;137;137;0;0;1;-30;30
447;417;0.01;0.02628;0.00267;120;120;120;0;0;1;-30;30
459;418;0.00256;0.00843;0.00087;137;137;137;0;0;1;-30;30
477;420;0.01397;0.04397;0.00485;140;140;140;0;0;1;-30;30
516;421;0.01074;0.03496;0.00361;91;91;91;0;0;1;-30;30
612;424;0.01636;0.05314;0.00619;122;122;122;0;0;1;-30;30
722;424;0.05223;0.09008;0.00866;68;68;68;0;0;1;-30;30
425;438;0.04893;0.15504;0.01573;120;120;120;0;0;1;-30;30
492;425;0.02256;0.07322;0.0075;120;120;120;0;0;1;-30;30
536;425;0.05446;0.09421;0.00934;90;90;90;0;0;1;-30;30
535;426;0.04174;0.07628;0.00695;68;68;68;0;0;1;-30;30
528;427;0.01653;0.05388;0.0055;91;91;91;0;0;1;-30;30
613;430;0.05653;0.18587;0.01908;122;122;122;0;0;1;-30;30
676;439;0.01719;0.0557;0.00569;122;122;122;0;0;1;-30;30
527;441;0.00405;0.01298;0.00134;140;140;140;0;0;1;-30;30
487;443;0.03289;0.05744;0.00521;90;90;90;0;0;1;-30;30
449;445;0.00645;0.01612;0.00139;68;68;68;0;0;1;-30;30
450;446;0.00405;0.00835;0.00078;68;68;68;0;0;1;-30;30
469;448;0.01298;0.04215;0.00436;137;137;137;0;0;1;-30;30
482;448;0.01893;0.06248;0.01932;137;137;137;0;0;1;-30;30
504;452;0.00314;0.00992;0.00102;120;120;120;0;0;1;-30;30
464;455;0.00562;0.01777;0.00195;120;120;120;0;0;1;-30;30
502;455;0.00099;0.00711;0.00068;120;120;120;0;0;1;-30;30
490;456;0.00479;0.01231;0.00125;120;120;120;0;0;1;-30;30
494;456;0.01339;0.03322;0.00356;120;120;120;0;0;1;-30;30
498;456;0.00041;0.00165;0.00866;144;144;144;0;0;1;-30;30
476;457;0.00868;0.02785;0.00293;137;137;137;0;0;1;-30;30
514;457;0.00653;0.01736;0.00199;120;120;120;0;0;1;-30;30
535;460;0.00537;0.01752;0.00177;68;68;68;0;0;1;-30;30
508;461;0.01017;0.02463;0.00274;120;120;120;0;0;1;-30;30
515;461;0.00124;0.00306;0.00035;120;120;120;0;0;1;-30;30
465;462;0.00264;0.00851;0.00089;140;140;140;0;0;1;-30;30
497;463;0.00207;0.00694;0.0007;120;120;120;0;0;1;-30;30
514;463;0.00727;0.02066;0.00202;120;120;120;0;0;1;-30;30
515;464;0.00727;0.02066;0.00202;120;120;120;0;0;1;-30;30
494;465;0.01339;0.03876;0.0041;120;120;120;0;0;1;-30;30
468;531;0.00058;0.00174;0.00018;140;140;140;0;0;1;-30;30
470;923;0.00992;0.02975;0.00356;140;140;140;0;0;1;-30;30
479;475;0.0024;0.00785;0.00082;120;120;120;0;0;1;-30;30
507;476;0.00463;0.01231;0.00126;120;120;120;0;0;1;-30;30
521;476;0.00455;0.01471;0.00154;137;137;137;0;0;1;-30;30
501;477;0.00851;0.02207;0.00241;120;120;120;0;0;1;-30;30
